Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ENGLSH,EXPOSITION & ARGUMENTATN,1000,84,FS2007,CAS,"MULLER,VIRGINIA LEE",2,7,6,1,1,2.471
ENGLSH,EXPOSITION & ARGUMENTATN,1000,86,FS2007,CAS,"FOREMAN,ROBERT LONG",8,7,3,0,1,3.105
ENGLSH,EXPOSITION & ARGUMENTATN,1000,87,FS2007,CAS,"HOLTGRAVE,DARCY ELIZABE",6,9,3,0,0,3.15
ENGLSH,EXPOSITION & ARGUMENTATN,1000,88,FS2007,CAS,"MCDERMOTT,MARGARET ANNE",13,4,1,0,0,3.517
ENGLSH,EXPOSITION & ARGUMENTATN,1000,91,FS2007,CAS,"WOOSLEY,MEGAN ELIZABETH",5,13,1,0,1,3.065
ENGLSH,EXPOSITION & ARGUMENTATN,1000,92,FS2007,CAS,"ZURHELLEN,SARAH SWAN",13,3,0,0,2,3.372
ENGLSH,EXPOSITION & ARGUMENTATN,1000,93,FS2007,CAS,"SMITH-PARRIS,PENNY JANE",2,8,7,0,1,2.456
ENGLSH,EXPOSITION & ARGUMENTATN,1000,94,FS2007,CAS,"CONNOLLY,WILLIAM ANTHON",4,6,1,0,2,2.792
ENGLSH,EXPOSITION & ARGUMENTATN,1000,95,FS2007,CAS,"GALENAS,RIMAS G",9,12,0,0,1,3.245
ENGLSH,EXPOSITION & ARGUMENTATN,1000,96,FS2007,CAS,"RODEMAN,JULIET M",7,6,0,1,1,3.073
ENGLSH,EXPOSITION & ARGUMENTATN,1000,97,FS2007,CAS,"SCOTT,JOSEPH BRIAN",5,6,1,0,0,3.258
ENGLSH,HONORS EXPOSITN ENGL,1000H,01,FS2007,CAS,"STOWERS,LESTER SAMUEL",13,1,0,0,1,3.647
ENGLSH,HONORS EXPOSITN ENGL,1000H,02,FS2007,CAS,"MACK,CAROLYN A",4,12,1,0,0,3.141
ENGLSH,HONORS EXPOSITN ENGL,1000H,03,FS2007,CAS,"MCCAFFREY,KIMBERLY A",14,3,1,0,1,3.384
ENGLSH,HONORS EXPOSITN ENGL,1000H,04,FS2007,CAS,"MACK,CAROLYN A",1,13,3,0,1,2.706
ENGLSH,HUMAN LANGUAGE,1060,01,FS2007,CAS,"MAJORS,TIVOLI",8,7,3,3,1,2.791
ENGLSH,INTRO TO BRITISH LIT,1210,01,FS2007,CAS,"WATSON,ZAK D",10,11,4,2,1,2.921
ENGLSH,INTRO TO BRITISH LIT,1210,02,FS2007,CAS,"ALBIN,JENNIFER LYNN",10,15,4,0,0,3.207
ENGLSH,INTRO TO BRITISH LIT,1210,03,FS2007,CAS,"HALL,CHERYL L",12,15,1,1,0,3.31
ENGLSH,INTRO TO BRITISH LIT,1210,05,FS2007,CAS,"EMMERICHS,SHARON T",5,13,5,1,3,2.548
ENGLSH,INTRO TO BRITISH LIT,1210,06,FS2007,CAS,"MCKEE,ADRYAN MARC",12,8,4,1,2,2.956
ENGLSH,INTRO TO BRITISH LIT,1210,08,FS2007,CAS,"ALBIN,JENNIFER LYNN",11,12,5,1,1,3.033
ENGLSH,INTRO TO BRITISH LIT,1210,09,FS2007,CAS,"PAUL,JULIETTE MARIE",9,9,5,2,2,2.733
ENGLSH,INTRO TO BRITISH LIT,1210,10,FS2007,CAS,"REHBEIN,ANGELA MAE",8,12,5,2,1,2.846
ENGLSH,INTRO TO BRITISH LIT,1210,11,FS2007,CAS,"STRELLUF,CHRISTOPHER SP",9,10,6,0,1,2.988
ENGLSH,INTRO TO AMERICAN LIT,1310,01,FS2007,CAS,"FORD,JENNIFER KATHRYN",15,13,0,0,0,3.536
ENGLSH,INTRO TO AMERICAN LIT,1310,02,FS2007,CAS,"MITCHELL,SCOTT A",12,16,0,0,0,3.482
ENGLSH,INTRO TO AMERICAN LIT,1310,03,FS2007,CAS,"RODEMAN,JULIET M",19,5,2,0,1,3.452
ENGLSH,INTRO TO AMERICAN LIT,1310,04,FS2007,CAS,"OATES,NATHAN MICHAEL",14,7,5,1,0,3.137
ENGLSH,INTRO TO AMERICAN LIT,1310,05,FS2007,CAS,"SUSSMAN,DAVID",17,10,3,0,0,3.417
ENGLSH,INTRO TO AMERICAN LIT,1310,07,FS2007,CAS,"INGRAM,SHELLEY ANN",12,13,4,1,0,3.2
ENGLSH,INTRO TO AMERICAN LIT,1310,08,FS2007,CAS,"FORD,JENNIFER KATHRYN",21,10,0,0,0,3.59
ENGLSH,INTRO TO AMERICAN LIT,1310,09,FS2007,CAS,"STOWERS,LESTER SAMUEL",5,13,10,0,0,2.8
ENGLSH,INTRO TO AMERICAN LIT,1310,10,FS2007,CAS,"WORTMAN,STEFANIE L",11,9,5,1,4,2.693
ENGLSH,INTRO TO AMERICAN LIT,1310,11,FS2007,CAS,"RICHARDSON,TODD DAVID",15,12,2,1,0,3.357
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,01,FS2007,CAS,"WILKINSON,AMY DAY",13,2,0,0,0,3.867
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,02,FS2007,CAS,"LANE,PATRICK P",11,2,2,0,0,3.48
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,03,FS2007,CAS,"CONNOLLY,WILLIAM ANTHON",8,7,2,0,0,3.353
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,04,FS2007,CAS,"CARPENTER,STEPHANIE ANN",4,9,0,0,0,3.308
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,05,FS2007,CAS,"PINE,DARREN W",8,4,2,0,0,3.471
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,06,FS2007,CAS,"HAYES,TIMOTHY MICHAEL",8,6,1,0,0,3.407
ENGLSH,CREAT WRIT: INTRO FICTIO,1510,07,FS2007,CAS,"MABURA,LILY GACHERI",6,7,0,0,0,3.346
ENGLSH,CREAT WRIT: INTRO NFPROS,1520,01,FS2007,CAS,"DREW,BETTINA L",10,4,0,0,0,3.693
ENGLSH,CREAT WRIT: INTRO NFPROS,1520,02,FS2007,CAS,"MICHAEL,DUSTIN PATRICK",14,0,0,0,0,4.0
ENGLSH,CREAT WRIT: INTRO POETRY,1530,01,FS2007,CAS,"WORTMAN,STEFANIE L",13,1,0,0,0,3.907
ENGLSH,CREAT WRIT: INTRO POETRY,1530,02,FS2007,CAS,"LANGEMAK,ELIZABETH F",11,2,1,0,0,3.714
ENGLSH,CREAT WRIT: INTRO POETRY,1530,03,FS2007,CAS,"BARBER,SARAH E",6,6,1,0,0,3.5
ENGLSH,INTRO FILM: BEGINNG-1945,1810,01,FS2007,CAS,"HEARNE,JOANNA MEGAN",4,10,4,2,2,2.505
ENGLSH,INTRO FILM: BEGINNG-1945,1810,02,FS2007,CAS,"WISE,RAMSAY B",5,4,10,3,1,2.457
ENGLSH,INTRO FILM: BEGINNG-1945,1810,03,FS2007,CAS,"BARBER,SARAH E",3,9,6,4,2,2.342
ENGLSH,INTRO FILM: BEGINNG-1945,1810,04,FS2007,CAS,"LAIRD,KAREN E",6,7,6,1,4,2.342
ENGLSH,STUDIES IN ENGLISH,2000,01,FS2007,CAS,"PRAHLAD,ANAND",9,5,3,0,2,3.016
ENGLSH,STUDIES IN ENGLISH,2000,01,FS2007,CAS,,9,5,3,0,2,3.016
ENGLSH,"STUDY IN ENGL, BEG-1603",2006,01,FS2007,CAS,"RONCI,RAYMOND C",19,4,6,0,0,3.459
ENGLSH,INTERMEDIATE COMPOSITION,2010,01,FS2007,CAS,"SOWIENSKI,RICHARD ALAN",4,10,1,0,0,3.26
ENGLSH,INTERMEDIATE COMPOSITION,2010,02,FS2007,CAS,"GREEN,JOSEPH D",10,4,1,0,0,3.58
ENGLSH,INTERMEDIATE COMPOSITION,2010,03,FS2007,CAS,"MULLER,VIRGINIA LEE",5,10,1,0,0,3.269
ENGLSH,PROFESSIONAL WRITING,2030,01,FS2007,CAS,"CAHILL,KARA",7,8,1,0,1,3.141
ENGLSH,PROFESSIONAL WRITING,2030,02,FS2007,CAS,"LANGEMAK,ELIZABETH F",9,6,1,0,1,3.224
ENGLSH,PROFESSIONAL WRITING,2030,03,FS2007,CAS,"MULLER,VIRGINIA LEE",13,5,0,0,0,3.656
ENGLSH,WRITING ABOUT LITERATURE,2100,01,FS2007,CAS,"SCOTT,JOSEPH BRIAN",10,10,4,0,1,3.12
ENGLSH,WRITING ABOUT LITERATURE,2100,02,FS2007,CAS,"LELEKIS,DEBBIE RENEE",11,12,0,1,1,3.276
ENGLSH,WRITING ABOUT LITERATURE,2100,03,FS2007,CAS,"FRIEDMAN,EMILY CLARE",3,13,3,2,0,2.852
ENGLSH,WRITING ABOUT LITERATURE,2100,04,FS2007,CAS,"KRAFT,DAMON",4,10,3,0,0,2.918
ENGLSH,WRITING ABOUT LITERATURE,2100,05,FS2007,CAS,"ESTES,JOHN C",8,9,1,2,1,2.943
ENGLSH,"INTRO WRLD LIT,1890-PRS",2159,01,FS2007,CAS,"MACK,CAROLYN A",5,14,5,1,0,2.824
ENGLSH,"INTRO WRLD LIT,1890-PRS",2159,02,FS2007,CAS,"WILSON,CHRISTOPHER",7,8,3,1,0,3.074
ENGLSH,"MAJOR AUTHORS, BEG-1603",2166,01,FS2007,CAS,"KARNES,MICHELLE ANN",3,7,6,1,1,2.689
ENGLSH,STUDIES IN BRITISH LIT,2200,01,FS2007,CAS,"FRIEDMAN,EMILY CLARE",3,6,3,0,0,2.9
ENGLSH,STUDIES IN BRITISH LIT,2200,02,FS2007,CAS,"CHURCH,MELANIE J",11,8,1,1,0,3.367
ENGLSH,STUDIES IN AMERICAN LIT,2300,01,FS2007,CAS,"KONKLE,MAUREEN A",16,8,1,1,1,3.404
ENGLSH,STUDIES IN AMERICAN LIT,2300,02,FS2007,CAS,"CHANG,ELIZABETH HOPE",17,9,2,0,0,3.45
ENGLSH,STUDIES IN AMERICAN LIT,2300,03,FS2007,CAS,"EVELEV,JOHN O",13,12,4,0,0,3.31
ENGLSH,"STUDY AMER LIT,1789-189",2308,01,FS2007,CAS,"MARVIN,CHARLES W",14,10,3,0,1,3.254
ENGLSH,ANGLOPHONE AFRICANA LIT,2400,01,FS2007,CAS,"HUDSON WEEMS,CLENORA",10,6,0,0,0,3.531
ENGLSH,CREAT WRIT: INTMD FICTIO,2510,01,FS2007,CAS,"KNIGHT,LANIA DEMA",9,2,0,0,2,3.185
ENGLSH,CREAT WRIT: INTMD FICTIO,2510,02,FS2007,CAS,"SWICK,MARLY A",8,6,0,0,0,3.636
ENGLSH,CREAT WRIT: INTMD FICTIO,2510,03,FS2007,CAS,"LEWIS,TRUDY LYNNE",6,7,0,0,1,3.107
ENGLSH,CREAT WRIT: INTMD NFPROS,2520,01,FS2007,CAS,"DREW,BETTINA L",9,2,0,0,0,3.736
ENGLSH,CREAT WRIT: INTMD POETRY,2530,01,FS2007,CAS,"ROSKO,EMILY A",10,2,0,0,0,3.808
ENGLSH,INTRODUCTION TO FOLKLORE,2700,01,FS2007,CAS,"MITCHELL,SCOTT A",14,5,0,1,1,3.286
ENGLSH,ADVANCED COMPOSITION,3010,01,FS2007,CAS,"RICE,JENNIFER HOPE",6,5,3,0,1,3.0
ENGLSH,INTRO TO LITERARY THEORY,3100,01,FS2007,CAS,"RONCI,RAYMOND C",15,8,1,0,0,3.583
ENGLSH,INTRO TO LITERARY THEORY,3100,02,FS2007,CAS,"PIPER,KAREN L",6,13,2,0,1,3.073
ENGLSH,SPECIAL THEMES IN LIT,3110,01,FS2007,CAS,"SCHWARTZ,RICHARD B",7,15,6,2,2,2.7
ENGLSH,"SPC THMS LIT, 1603-1789",3117,01,FS2007,CAS,"MYERS,ANNE MARIE",3,9,6,0,2,2.655
ENGLSH,BRITISH LIT: BEGIN-1784,3200,01,FS2007,CAS,"MYERS,ANNE MARIE",6,15,14,5,5,2.247
ENGLSH,BRITISH LIT: BEGIN-1784,3200,02,FS2007,CAS,"READ,DAVID T",4,15,7,3,0,2.659
ENGLSH,BRITISH LIT:ROMANT-PRSNT,3210,01,FS2007,CAS,"WEST,NANCY M",21,15,2,1,0,3.397
ENGLSH,BRITISH LIT:ROMANT-PRSNT,3210,02,FS2007,CAS,"WEST,NANCY M",21,13,4,0,1,3.297
ENGLSH,AMER LIT BEGIN-1865,3300,01,FS2007,CAS,"MARVIN,CHARLES W",11,7,6,0,0,3.146
ENGLSH,AMER LIT BEGIN-1865,3300,03,FS2007,CAS,"SOCARIDES,ALEXANDRA A",15,14,2,0,1,3.266
ENGLSH,AMER LIT BEGIN-1865,3300,04,FS2007,CAS,"OKKER,PATRICIA",7,19,13,0,0,2.862
ENGLSH,AMER LIT 1865-PRESENT,3310,01,FS2007,CAS,"DICKEY,FRANCES",19,16,7,3,0,3.1
ENGLSH,"AFR-AMER LIT, BEGIN-190",3400,01,FS2007,CAS,"LANGLEY,APRIL C E",4,6,3,1,1,2.773
ENGLSH,"AFR-AMER LIT,1900-PRESN",3410,01,FS2007,CAS,"OKONKWO,CHRISTOPHER",5,17,2,0,0,3.25
ENGLSH,AMERICAN FOLKLORE,3700,01,FS2007,CAS,"ROTH,LUANNE KAY",5,7,3,0,1,2.975
ENGLSH,STDS IN CRITICAL THEORY,4060,01,FS2007,CAS,"RAGLAND,ELLIE",9,12,0,0,0,3.5
ENGLSH,GENRES,4100,01,FS2007,CAS,"SOCARIDES,ALEXANDRA A",11,8,1,0,1,3.362
ENGLSH,GENRES,4100,02,FS2007,CAS,"HERINGMAN,NOAH I",3,11,1,0,0,3.133
ENGLSH,"GENRES, 1890 TO PRESENT",4109,02,FS2007,CAS,"DEVLIN,ALBERT",3,8,3,0,0,3.021
ENGLSH,MAJOR AUTHORS,4160,01,FS2007,CAS,"OKONKWO,CHRISTOPHER",3,6,0,1,1,2.764
ENGLSH,"MAJOR AUTHORS, BEG-1603",4166,01,FS2007,CAS,"KERWIN,WILLIAM J",8,10,5,4,0,2.804
ENGLSH,"MAJOR AUTHORS, 1890-PRS",4169,01,FS2007,CAS,"DICKEY,FRANCES",7,10,4,0,0,3.171
ENGLSH,MEDIEVAL LITERATURE,4210,01,FS2007,CAS,"KRAMER,JOHANNA INGRID",4,12,2,1,1,2.76
ENGLSH,RENSN & 17TH CENT LIT,4220,01,FS2007,CAS,"KERWIN,WILLIAM J",8,5,2,0,0,3.34
ENGLSH,19TH-CENTURY ENGLISH LIT,4250,01,FS2007,CAS,"CHANG,ELIZABETH HOPE",11,7,1,1,0,3.415
ENGLSH,19TH-CENTURY AMER LIT,4310,01,FS2007,CAS,"QUIRK,THOMAS VAUGHAN",6,11,1,0,1,3.089
ENGLSH,19TH-CENTURY AMER LIT,4310,02,FS2007,CAS,"EVELEV,JOHN O",6,7,3,1,0,3.076
ENGLSH,19TH-CENTURY AMER LIT,4310,03,FS2007,CAS,"KONKLE,MAUREEN A",2,5,3,1,2,2.331
ENGLSH,20TH CENTURY AMER LIT,4320,01,FS2007,CAS,"RONCI,RAYMOND C",29,2,0,0,0,3.897
ENGLSH,20TH CENTURY AMER LIT,4320,03,FS2007,CAS,"COHEN,SAMUEL SCHLESINGE",8,12,2,0,0,3.341
ENGLSH,20TH CENTURY AMER LIT,4320,04,FS2007,CAS,"HOBEREK,ANDREW P",8,16,1,0,0,3.304
ENGLSH,AFRICANA WOMANISM,4420,01,FS2007,CAS,"HUDSON WEEMS,CLENORA",10,8,0,0,0,3.572
ENGLSH,CREAT WRIT: ADV FICTION,4510,02,FS2007,CAS,"LEWIS,TRUDY LYNNE",5,7,1,0,0,3.262
ENGLSH,CREAT WRIT: ADV FICTION,4510,03,FS2007,CAS,"SWICK,MARLY A",9,5,0,0,0,3.621
ENGLSH,STRUCTURE OF AMER ENGLSH,4600,01,FS2007,CAS,"CARSTENS,VICKI M",8,7,4,3,2,2.642
ENGLSH,STRUCTURE OF AMER ENGLSH,4600,02,FS2007,CAS,"MAJORS,TIVOLI",7,6,1,1,1,2.969
ENGLSH,HIST OF THE ENGLISH LANG,4610,01,FS2007,CAS,"GORDON,MATTHEW J",7,5,3,3,0,2.822
ENGLSH,TCHNG ENG AS SECOND LANG,4650,01,FS2007,CAS,"CARSTENS,VICKI M",4,5,2,0,1,2.817
ENGLSH,CAPSTONE EXPERIENCE,4970,01,FS2007,CAS,"DEVLIN,ALBERT",4,10,2,0,1,2.906
ENGLSH,CAPSTONE EXPERIENCE,4970,02,FS2007,CAS,"MATERER,TIMOTHY JOHN",3,9,2,0,0,3.157
ENGLSH,CAPSTONE EXPERIENCE,4970,03,FS2007,CAS,"GLICK,ELISA FERN",11,6,1,0,1,3.353
ENGLSH,HONORS SEMINAR IN ENGL,4996,01,FS2007,CAS,"LIPTON,EMMA E",10,4,0,0,0,3.607
ENGLSH,CONTEMP CRITICAL APPRCHS,8050,01,FS2007,CAS,"STRATHAUSEN,CARSTEN",13,0,0,0,0,4.0
ENGLSH,FORMS,8110,01,FS2007,CAS,"WEST,NANCY M",10,1,0,0,0,3.909
ENGLSH,SMR 19TH CENT BRTSH LIT,8250,01,FS2007,CAS,"HERINGMAN,NOAH I",9,1,0,0,1,3.545
ENV_SC,INTRO TO ENVIRON SCI,1100,01,FS2007,CSNR,"GOYNE,KEITH WILLIAM",6,11,6,0,3,2.619
ESC_PS,PSYCH PERSPCTV IN SPORT,2700,01,FS2007,CEDUC,"MCGUIRE,RICHARD T",120,4,0,1,1,3.898
ESC_PS,"PRB EDUC, SCH &COUNS PS",3085,25,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",26,1,0,0,0,3.919
ESC_PS,"PRB EDUC, SCH &COUNS PS",3085,26,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",27,7,2,0,0,3.636
ESC_PS,"PRB EDUC, SCH &COUNS PS",3085,28,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",28,1,0,0,1,3.793
ESC_PS,"SMR ED, SCH & COUNS PSY",4087,05,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",28,1,0,0,1,3.793
ESC_PS,"SMR ED, SCH & COUNS PSY",4087,06,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",26,7,2,0,0,3.617
ESC_PS,"SMR ED, SCH & COUNS PSY",4087,08,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",15,2,1,0,0,3.694
ESC_PS,"SMR ED, SCH & COUNS PSY",4087,18,FS2007,CEDUC,"LOGAN,STEPHANIE ANN",26,1,0,0,0,3.919
ESC_PS,INTRO TO EDUC STATISTICS,4170,01,FS2007,CEDUC,"WAIGANDT,ALEXANDER C",41,33,11,2,3,3.196
ESC_PS,INTRO TO EDUC STATISTICS,4170,02,FS2007,CEDUC,"WAIGANDT,ALEXANDER C",7,11,7,0,1,2.885
ESC_PS,INTRO TO EDUC STATISTICS,4170,03,FS2007,CEDUC,"CROUCH BABB,CHRISTIE AN",12,2,1,0,0,3.733
ESC_PS,"SMR ED, SCH & COUNS PSY",7087,10,FS2007,CEDUC,"MARSHALL,JODY M",22,0,0,0,0,4.0
ESC_PS,FOUNDTNS OF EDUC PSYCH,7100,01,FS2007,CEDUC,"BERGIN,DAVID",4,9,2,0,0,3.133
ESC_PS,HUMAN LEARNING,7115,01,FS2007,CEDUC,"CIANI,KEITH D",16,1,1,0,0,3.833
ESC_PS,HUMAN LEARNING,7115,02,FS2007,CEDUC,"ROBESON,ELISE NICOLE",17,1,0,0,0,3.944
ESC_PS,FOUND OF COUNSEL PSYCH,7120,01,FS2007,CEDUC,"REINDERS,GRETCHEN M",24,0,0,0,0,4.0
ESC_PS,PARENT COUNSEL & CONSULT,7130,01,FS2007,CEDUC,"HERMAN,KEITH C",8,3,0,0,0,3.727
ESC_PS,DVLP ASPECTS HUMAN LEARN,7160,01,FS2007,CEDUC,"BREWER,ANGELA LAUREN",25,0,0,0,0,4.0
ESC_PS,DVLP ASPECTS HUMAN LEARN,7160,02,FS2007,CEDUC,"BERGIN,CHRISTI A",13,9,1,0,0,3.522
ESC_PS,INTRO TO EDUC STATISTICS,7170,01,FS2007,CEDUC,"WAIGANDT,ALEXANDER C",14,5,0,0,0,3.737
ESC_PS,INTRO TO EDUC STATISTICS,7170,02,FS2007,CEDUC,"WAIGANDT,ALEXANDER C",19,8,1,0,2,3.4
ESC_PS,INTRO TO EDUC STATISTICS,7170,03,FS2007,CEDUC,"ROBINSON,TODD FORREST",11,4,4,0,0,3.368
ESC_PS,INTRO TO EDUC STATISTICS,7170,04,FS2007,CEDUC,"CROUCH BABB,CHRISTIE AN",16,1,0,0,0,3.941
ESC_PS,HLTH BEHVR: DRUG & SEX,7185,01,FS2007,CEDUC,"WAIGANDT,ALEXANDER C",9,6,0,0,0,3.6
ESC_PS,CHILD & ADOLESCENT DEVLP,8015,01,FS2007,CEDUC,"KOLLER,JAMES RAYMOND",11,2,0,0,1,3.571
ESC_PS,OVERVIEW OF ED RESEARCH,8020,01,FS2007,CEDUC,"TAMMEVESKI,PEETER",17,1,1,0,0,3.842
ESC_PS,FOUND EDUC & PSYCH MEASR,8082,01,FS2007,CEDUC,"SCHOLES,ROBERTA J",26,0,0,0,0,4.0
ESC_PS,"SMR ED, SCH & COUNS PSY",8087,09,FS2007,CEDUC,"MORRIS,ED F",25,0,0,0,0,4.0
ESC_PS,"SMR ED, SCH & COUNS PSY",8087,10,FS2007,CEDUC,"FLORES,LISA Y",17,3,1,0,0,3.762
ESC_PS,"SMR ED, SCH & COUNS PSY",8087,15,FS2007,CEDUC,"OSTERLIND,STEVEN J",12,0,0,0,0,4.0
ESC_PS,"SMR ED, SCH & COUNS PSY",8087,16,FS2007,CEDUC,"BREWER,ANGELA LAUREN",11,0,0,0,0,4.0
ESC_PS,FOUND CAREER PSYCHOLOGY,8135,01,FS2007,CEDUC,"GYSBERS,NORMAN C",19,0,0,0,0,4.0
ESC_PS,ADVANCED HUMAN LEARNING,8320,01,FS2007,CEDUC,"JONASSEN,DAVID H",7,9,0,0,0,3.438
ESC_PS,SPORT PSYCHOLOGY,8515,01,FS2007,CEDUC,"COX,RICHARD H",8,4,0,0,0,3.667
ESC_PS,QUANTIT METHOD ED RSCH 1,8610,01,FS2007,CEDUC,"ALSPAUGH,JOHN W",14,3,0,0,0,3.824
ESC_PS,QUANTIT METHOD ED RSCH 1,8610,02,FS2007,CEDUC,"OSTERLIND,STEVEN J",17,2,0,0,0,3.895
ESC_PS,QUANTIT METHOD ED RSCH 2,8620,01,FS2007,CEDUC,"COX,RICHARD H",18,0,0,0,0,4.0
ESC_PS,QUALTAT METHOD ED RSCH 1,8630,01,FS2007,CEDUC,"TAMMEVESKI,PEETER",15,0,0,0,0,4.0
ESC_PS,QUALTAT METHOD ED RSCH 1,8630,02,FS2007,CEDUC,"BAKER,ELIZABETH A",11,0,0,0,0,4.0
ESC_PS,MULTICULTURL ISSUES COUN,9000,01,FS2007,CEDUC,"MOBLEY,MICHAEL",13,2,0,0,0,3.867
ESC_PS,MOTIVATION,9450,01,FS2007,CEDUC,"BERGIN,DAVID",5,8,0,0,0,3.385
FILM_S,INTRO TO FILM ANALYSIS,2810,01,FS2007,CAS,"WISE,RAMSAY B",6,13,1,0,0,3.265
FILM_S,TOPICS FILM STDS-HUMAN,3005,01,FS2007,CAS,"BARABTARLO,GENE",8,6,3,0,0,3.259
FILM_S,TOPICS FILM STDS-HUMAN,3005,03,FS2007,CAS,"PRAGER,BRADLEY J",7,7,0,0,1,3.347
FINANC,PRINCIPLES OF FINANCE,1000,01,FS2007,CBUSN,"PRESTON,AUSTIN JAY",31,19,4,0,0,3.467
FINANC,PRINCIPLES OF FINANCE,1000,02,FS2007,CBUSN,"BORGESON,TIMOTHY N",54,3,0,0,0,3.921
FINANC,PRINCIPLES OF FINANCE,1000,03,FS2007,CBUSN,"CHRISTIAN,MARJORIE E.",36,13,5,1,2,3.393
FINANC,PRINCIPLES OF FINANCE,1000,04,FS2007,CBUSN,"DAWSON,ASHLEY MICHELLE",24,21,7,6,1,3.008
FINANC,PRINCIPLES OF FINANCE,1000,05,FS2007,CBUSN,"JAROS,ARTHUR TODD",9,9,2,1,2,2.917
FINANC,PRINCIPLES OF FINANCE,1000,06,FS2007,CBUSN,"MCMANUS,CAITLIN ELISABE",20,3,2,0,0,3.66
FINANC,PRINCIPLES OF FINANCE,1000,07,FS2007,CBUSN,"JARVIS,JONATHAN ERIC",16,6,0,0,0,3.673
FINANC,PRINCIPLES OF FINANCE,1000,08,FS2007,CBUSN,"GANTNER,PAUL MICHAEL",9,1,0,0,1,3.545
FINANC,PRINCIPLES OF FINANCE,1000,09,FS2007,CBUSN,"HOFFMAN,PAUL MICHAEL",27,4,4,1,1,3.414
FINANC,PRINCIPLES OF FINANCE,1000,11,FS2007,CBUSN,"PUCHBAUER,AARON MATTHEW",36,10,2,0,0,3.677
FINANC,SURVEY BUSINESS FINANCE,2000,01,FS2007,CBUSN,"CARROW,MEAGAN LEIGH",43,14,2,0,1,3.598
FINANC,SURVEY BUSINESS FINANCE,2000,02,FS2007,CBUSN,"ESCHMAN,TIMOTHY ALAN",18,17,12,3,5,2.722
FINANC,SURVEY BUSINESS FINANCE,2000,03,FS2007,CBUSN,"PHILLIPS,BENJAMIN JOHN",32,20,11,2,0,3.257
FINANC,SURVEY BUSINESS FINANCE,2000,04,FS2007,CBUSN,"GOVORO,MICHELLE DRAKE",35,17,1,0,3,3.409
FINANC,SURVEY BUSINESS FINANCE,2000,05,FS2007,CBUSN,"YODER,AMANDA LEIGH",30,18,9,0,1,3.279
FINANC,CORPORATE FINANCE,3000,01,FS2007,CBUSN,"ALLEN,WILLIAM D",323,110,36,11,5,3.498
FINANC,FINANCIAL MANAGEMENT,4010,01,FS2007,CBUSN,"DORIGAN,MICHAEL P",40,5,0,0,0,3.889
FINANC,FINANCIAL MANAGEMENT,4010,02,FS2007,CBUSN,"HAO,QING",18,21,11,0,0,3.146
FINANC,FINANCIAL MANAGEMENT,4010,03,FS2007,CBUSN,"HAO,QING",15,24,8,1,0,3.079
FINANC,FINANCIAL MANAGEMENT,4010,04,FS2007,CBUSN,"DORIGAN,MICHAEL P",17,3,1,0,1,3.591
FINANC,INVESTMENTS,4020,01,FS2007,CBUSN,"MORTAL,SANDRA CRISTINA",5,17,3,0,1,2.973
FINANC,INVESTMENTS,4020,02,FS2007,CBUSN,"MORTAL,SANDRA CRISTINA",20,31,4,0,0,3.264
FINANC,INVESTMENTS,4020,03,FS2007,CBUSN,"PUCKETT,WALTER A",10,15,3,6,2,2.644
FINANC,INVESTMENTS,4020,04,FS2007,CBUSN,"PUCKETT,WALTER A",6,10,2,2,0,2.94
FINANC,FNNCL INTERMDIARS MARKET,4030,01,FS2007,CBUSN,"DORIGAN,MICHAEL P",31,32,10,0,2,3.244
FINANC,FNNCL INTERMDIARS MARKET,4030,02,FS2007,CBUSN,"DORIGAN,MICHAEL P",34,15,0,0,0,3.731
FINANC,SECURITY ANALYSIS,4120,01,FS2007,CBUSN,"YAN,XUEMIN",14,14,3,0,0,3.365
FINANC,SECURITY ANALYSIS,4120,02,FS2007,CBUSN,"YAN,XUEMIN",12,11,7,0,0,3.157
FINANC,MNGMNT FINANCL INSTITUTN,4130,01,FS2007,CBUSN,"CROOK,MATTHEW DOUGLAS",9,20,5,0,1,3.02
FINANC,PORTFOLIO MANAGEMENT,4220,01,FS2007,CBUSN,,18,11,2,0,0,3.526
FINANC,PORTFOLIO MANAGEMENT,4220,01,FS2007,CBUSN,"ANDERSON,MICHAEL SCOTT",18,11,2,0,0,3.526
FINANC,PORTFOLIO MANAGEMENT,4220,02,FS2007,CBUSN,"CICON,JAMES E",9,13,2,0,0,3.267
FINANC,PORTFOLIO MANAGEMENT,4220,02,FS2007,CBUSN,,9,13,2,0,0,3.267
