Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ART_GRDN,BEGIN DIGITAL IMAGING,1400,02,FS2007,CAS,"HIGGINS,K. ANN",22,0,0,0,1,3.826
ART_GRDN,BEGIN DIGITAL IMAGING,1400,03,FS2007,CAS,"HIGGINS,K. ANN",17,0,0,0,0,4.0
ART_GRDN,BEGIN DIGITAL IMAGING,1400,04,FS2007,CAS,"HIGGINS,K. ANN",21,0,0,0,0,4.0
ART_GRDN,GRAPHIC DESIGN 1,2410,01,FS2007,CAS,"MURDOCK,JOHN BOARDMAN",2,16,2,0,0,3.06
ART_GRDN,GRAPHIC DESIGN 1,2410,02,FS2007,CAS,"MURDOCK,JOHN BOARDMAN",4,15,0,0,1,3.05
ART_GRDN,GRAPHIC DESIGN 3,3410,02,FS2007,CAS,"MURDOCK,JOHN BOARDMAN",4,16,1,0,0,3.286
ART_GRDN,BEGINNING ILLUSTRATION,3450,01,FS2007,CAS,"LANGENECKERT,MARK G",6,8,1,0,0,3.273
ART_GRDN,GRAPHIC DESIGN 5,4410,01,FS2007,CAS,"HUELSBERGEN,DEBORAH L",12,9,0,0,0,3.557
ART_PHOT,BEGINNING PHOTOGRAPHY,2600,01,FS2007,CAS,"FARNUM,DANIEL J.",10,6,0,0,1,3.376
ART_PHOT,BEGINNING PHOTOGRAPHY,2600,03,FS2007,CAS,"KNOBEL,SARAH M",5,7,0,0,1,3.154
ART_PHOT,INTERMEDIATE PHOTOGRAPHY,3600,01,FS2007,CAS,"KNOBEL,SARAH M",5,4,0,0,1,3.14
ART_PHOT,ADVANCED PHOTOGRAPHY,4600,01,FS2007,CAS,"KNOBEL,SARAH M",8,8,1,0,1,3.122
ART_PNT,BEGINNING PAINTING,2500,01,FS2007,CAS,"GRILL,J B",1,6,3,1,0,2.582
ART_PNT,BEGINNING PAINTING,2500,02,FS2007,CAS,"BOYER,NATHAN PAUL",3,12,1,0,2,2.778
ART_PNT,BEGINNING PAINTING,2500,03,FS2007,CAS,"HAWK,WILLIAM A",3,8,1,2,1,2.607
ART_PNT,BEGINNING WATER COLOR,2510,01,FS2007,CAS,"BERNECHE,JERRY D",4,6,0,0,0,3.4
ART_PNT,INTERMEDIATE PAINTING,3500,01,FS2007,CAS,"HAWK,WILLIAM A",4,5,2,0,0,3.1
ART_PNT,ADVANCED PAINTING,4500,01,FS2007,CAS,"BOYER,NATHAN PAUL",7,7,0,0,0,3.479
ART_PRNT,SERIGRAPHY,2730,01,FS2007,CAS,"HARTZELL,ROBERT SHERIDA",11,5,0,0,0,3.669
ART_PROB,TOPICS IN ART,3010,01,FS2007,CAS,"THOMPSON,ANNE ELIZABETH",3,6,2,0,0,3.009
ART_PROB,TOPICS IN ART,3010,03,FS2007,CAS,"WILSON,RICHARD A",10,2,0,0,0,3.733
ART_PROB,SENIOR SEMINAR IN ART,4975,01,FS2007,CAS,"WILSON,RICHARD A",27,4,1,0,0,3.719
ART_SCUL,BEGINNING SCULPTURE,2800,01,FS2007,CAS,"WEDEL,VALERIE ANN",5,4,1,0,1,3.145
ART_SCUL,BEGINNING SCULPTURE,2800,02,FS2007,CAS,"MUELLER,MARK A",10,1,0,0,1,3.408
AR_H_A,UNDGR TPC AHA-HUMANITIES,1005,01,FS2007,CAS,"LAND JR,NORMAN EARL",27,18,1,0,0,3.578
AR_H_A,UNDGR TPC AHA-HUMANITIES,1005,02,FS2007,CAS,"LAND JR,NORMAN EARL",31,9,4,0,0,3.518
AR_H_A,UNDGR TPC AHA-HUMANITIES,1005,03,FS2007,CAS,"LAND JR,NORMAN EARL",27,16,2,0,0,3.489
AR_H_A,HISTORY OF WESTERN ART 1,1110,01,FS2007,CAS,"LANGDON,SUSAN HELEN",94,104,51,7,7,2.988
AR_H_A,HISTORY OF WESTERN ART 1,1110H,01A,FS2007,CAS,"HAMMOND,MARK D",17,6,0,0,0,3.726
AR_H_A,THE ART OF THE BOOK,2150,01,FS2007,CAS,"STANTON,ANNE R",31,17,1,0,2,3.424
AR_H_A,AMER ART & ARCHITECTURE,2830,01,FS2007,CAS,"SCHWAIN,KRISTIN A",38,66,11,0,0,3.206
AR_H_A,TPC-AR H A--HUMANITIES,3005,01,FS2007,CAS,"HORNBECK,ELIZABETH JEAN",8,3,2,0,1,3.236
AR_H_A,GREEK ART AND ARCHAEOLGY,3310,01,FS2007,CAS,"LANGDON,SUSAN HELEN",14,17,10,5,0,2.857
AR_H_A,ITALIAN RENAISSANCE ART,3620,01,FS2007,CAS,"LAND JR,NORMAN EARL",20,18,10,0,0,3.158
AR_H_A,18TH CENT EUROPEAN ART,3730,01,FS2007,CAS,"YONAN,MICHAEL E",23,18,3,0,1,3.344
AR_H_A,MOD ART IN EUROPE & AMER,3750,01,FS2007,CAS,"KLEIN,JOHN R",25,24,7,2,0,3.19
AR_H_A,"AMER ART/CULT, 1913-PRE",3850,01,FS2007,CAS,"EGGENER,KEITH L",15,25,9,0,0,3.067
AR_H_A,AMERICAN ARCHITECTURE,4840,01,FS2007,CAS,"EGGENER,KEITH L",6,5,3,1,0,2.967
ASTRON,INTRODUCT TO ASTRONOMY,1010,01,FS2007,CAS,"CHANDRASEKHAR,H R",48,60,18,2,3,3.109
ASTRON,INTRO TO LABORTRY ASTRON,1020,01,FS2007,CAS,"SPECK,ANGELA KAREN",17,1,0,0,2,3.55
ASTRON,INTRO TO LABORTRY ASTRON,1020,02,FS2007,CAS,"SPECK,ANGELA KAREN",17,2,0,0,0,3.911
ATM_SC,INTRODUCTORY METEOROLOGY,1050,01,FS2007,CSNR,"ALDRICH,ERIC MICHAEL",100,161,57,17,7,2.93
ATM_SC,ATMOSPHERIC THERMODYNAMC,4310,01,FS2007,CSNR,"LUPO,ANTHONY R",13,5,4,0,0,3.327
ATM_SC,ATMOSPHERIC PHYSICS,4550,01,FS2007,CSNR,"GEORGE,MILON FRED",2,11,1,0,0,3.136
BIOCHM,CONTEMPORARY TOPICS,1090,01,FS2007,CAFNR,"PHILLIPS,CHARLOTTE L",45,22,33,1,0,3.096
BIOCHM,BIOTECHNOLOGY IN SOCIETY,2112,01,FS2007,CAFNR,"FREYERMUTH,SHARYN K",49,31,13,9,5,3.039
BIOCHM,TOPICS IN BIOCHEMISTRY,4001,01,FS2007,CAFNR,"EMERICH,DAVID WILLIAM",22,0,0,0,0,4.0
BIOCHM,BIOCHEMISTRY,4270,01,FS2007,CAFNR,"EMERICH,DAVID WILLIAM",27,42,18,8,7,2.717
BIOCHM,BIOCHEMISTRY,4272,01,FS2007,CAFNR,"POLACCO,JOSEPH CARMINE",5,6,8,1,4,2.279
BIOCHM,SENIOR SMR IN BIOCHEM,4970,02,FS2007,CAFNR,"GUILFOYLE,THOMAS J",14,3,0,0,0,3.824
BIOCHM,BIOCHEMISTRY LABORATORY,4974,01,FS2007,CAFNR,"PETERSON,VIRGINIA E",7,8,0,0,0,3.467
BIOCHM,BIOCHEMISTRY LABORATORY,4974,02,FS2007,CAFNR,"THELEN,JAY J",8,8,0,0,0,3.5
BIOCHM,BIOCHEMISTRY,7270,01,FS2007,CAFNR,"EMERICH,DAVID WILLIAM",2,6,3,0,0,2.909
BIOCHM,TPC:BIOCHEMISTRY,9001,02,FS2007,CAFNR,"HAZELBAUER,GERALD L",5,13,0,0,0,3.278
BIOL_EN,INTRO TO BIOLOGICAL ENGR,1000,01,FS2007,CENGR,"BORGELT,STEVEN C",35,0,0,0,0,4.0
BIOL_EN,INTRO TO PROG F/ENGINEER,2080,01,FS2007,CAFNR,"VIATOR,JOHN ANDREW",12,5,1,0,0,3.544
BIOL_EN,ENGR ANYLS BIOPROCESSES,2180,01,FS2007,CENGR,"HSIEH,FU HUNG",11,11,5,0,0,3.189
BIOL_EN,BIO FLUID MECHANICS,3070,01,FS2007,CENGR,"LEE,JAMES CHAK MAN",7,5,0,0,0,3.508
BIOL_EN,BIOMATERIALS,3170,01,FS2007,CENGR,"GRANT,SHEILA ANN",8,11,1,2,0,3.123
BIOL_EN,BIOLOGICAL ENGR DESIGN,4980,01,FS2007,CENGR,"BORGELT,STEVEN C",13,3,0,0,0,3.775
BIOL_EN,BIOELECTRICITY,7070,01,FS2007,CENGR,"GILLIS,KEVIN D",9,3,0,0,0,3.75
BIOL_EN,SEMINAR IN BIO ENGR,8087,01,FS2007,CENGR,"YAO,GANG",14,0,0,0,0,4.0
BIOL_EN,RSC:METHODS,8402,01,FS2007,CENGR,"CLARKE,ANDREW D",9,3,0,0,0,3.75
BIOMED,ANIMAL HANDLING,2120,01,FS2007,CVTMD,"CHASTAIN,CLAUD B",8,3,1,0,0,3.533
BIOMED,ANIMAL SANITA & DIS PREV,2230,01,FS2007,CVTMD,"COWART,ROSS PAUL",6,3,3,3,0,2.8
BIOMED,INACTIVITY AND DISEASE,2420,01,FS2007,CVTMD,"BROWN,MARYBETH",9,3,0,0,0,3.625
BIOMED,VETERINARY PHARMACOLOGY,3326,01,FS2007,CVTMD,"BRANSON,KEITH RICHARD",3,9,3,1,0,2.875
BIO_SC,GEN PRNCPL & CONCPT BIO,1010,01,FS2007,CAS,"FRIEDRICHSEN,PATRICIA J",69,68,56,27,24,2.516
BIO_SC,GEN PRNCPL & CONCPT BIO,1010,02,FS2007,CAS,"HURST,ROBIN D",92,105,86,38,17,2.627
BIO_SC,GEN PRNCPL & CONCPT BIO,1010,03,FS2007,CAS,"STONE,BETHANY",142,127,50,11,9,3.102
BIO_SC,GEN PRNCPL & CONCPT BIO,1010,04,FS2007,CAS,"HUMFELD,SARAH CONDITT",63,149,85,33,13,2.616
BIO_SC,GEN PRNCPL & CONCPT BIO,1010,05,FS2007,CAS,"SCANAVINO,MICHELLE MARI",77,160,70,15,16,2.78
BIO_SC,GENERAL BIOLOGY LAB,1020,01,FS2007,CAS,"SUMMERS,GERALD F",5,11,6,0,1,2.774
BIO_SC,GENERAL BIOLOGY LAB,1020,02,FS2007,CAS,"SUMMERS,GERALD F",4,5,8,4,0,2.457
BIO_SC,GENERAL BIOLOGY LAB,1020,03,FS2007,CAS,"SUMMERS,GERALD F",6,5,7,2,1,2.662
BIO_SC,GENERAL BIOLOGY LAB,1020,04,FS2007,CAS,"SUMMERS,GERALD F",7,11,4,1,0,3.043
BIO_SC,GENERAL BIOLOGY LAB,1020,05,FS2007,CAS,"SUMMERS,GERALD F",7,12,3,1,0,3.087
BIO_SC,GENERAL BIOLOGY LAB,1020,06,FS2007,CAS,"SUMMERS,GERALD F",5,7,7,1,2,2.505
BIO_SC,GENERAL BIOLOGY LAB,1020,07,FS2007,CAS,"SUMMERS,GERALD F",7,11,2,2,0,3.005
BIO_SC,GENERAL BIOLOGY LAB,1020,08,FS2007,CAS,"SUMMERS,GERALD F",2,9,7,4,1,2.409
BIO_SC,GENERAL BIOLOGY LAB,1020,09,FS2007,CAS,"SUMMERS,GERALD F",1,11,7,2,1,2.491
BIO_SC,GENERAL BIOLOGY LAB,1020,10,FS2007,CAS,"SUMMERS,GERALD F",3,8,5,3,3,2.241
BIO_SC,GENERAL BIOLOGY LAB,1020,11,FS2007,CAS,"SUMMERS,GERALD F",3,8,8,4,0,2.461
BIO_SC,GENERAL BIOLOGY LAB,1020,12,FS2007,CAS,"SUMMERS,GERALD F",6,8,5,2,2,2.57
BIO_SC,GENERAL BIOLOGY LAB,1020,13,FS2007,CAS,"SUMMERS,GERALD F",3,11,7,2,0,2.613
BIO_SC,GENERAL BIOLOGY LAB,1020,14,FS2007,CAS,"SUMMERS,GERALD F",1,12,5,2,1,2.605
BIO_SC,GENERAL BIOLOGY LAB,1020,15,FS2007,CAS,"SUMMERS,GERALD F",1,12,6,3,0,2.5
BIO_SC,GENERAL BIOLOGY LAB,1020,16,FS2007,CAS,"SUMMERS,GERALD F",1,11,9,1,0,2.614
BIO_SC,GENERAL BIOLOGY LAB,1020,17,FS2007,CAS,"SUMMERS,GERALD F",2,12,6,1,1,2.577
BIO_SC,GENERAL BIOLOGY LAB,1020,18,FS2007,CAS,"SUMMERS,GERALD F",3,9,5,2,2,2.4
BIO_SC,GENERAL BIOLOGY LAB,1020,19,FS2007,CAS,"SUMMERS,GERALD F",1,7,8,1,5,1.95
BIO_SC,GENERAL BIOLOGY LAB,1020,20,FS2007,CAS,"SUMMERS,GERALD F",3,9,8,2,1,2.478
BIO_SC,GENERAL BIOLOGY LAB,1020,21,FS2007,CAS,"SUMMERS,GERALD F",2,9,7,2,2,2.318
BIO_SC,GENERAL BIOLOGY LAB,1020,22,FS2007,CAS,"SUMMERS,GERALD F",7,9,5,0,1,2.927
BIO_SC,GENERAL BIOLOGY LAB,1020,23,FS2007,CAS,"SUMMERS,GERALD F",2,7,10,3,0,2.35
BIO_SC,GENERAL BIOLOGY LAB,1020,24,FS2007,CAS,"SUMMERS,GERALD F",6,5,7,3,1,2.586
BIO_SC,GENERAL BIOLOGY LAB,1020,25,FS2007,CAS,"SUMMERS,GERALD F",6,12,3,1,0,3.005
BIO_SC,GENERAL BIOLOGY LAB,1020,26,FS2007,CAS,"SUMMERS,GERALD F",4,7,9,1,0,2.724
BIO_SC,GENERAL BIOLOGY LAB,1020,27,FS2007,CAS,"SUMMERS,GERALD F",3,14,3,3,0,2.817
BIO_SC,GENERAL BIOLOGY LAB,1020,28,FS2007,CAS,"SUMMERS,GERALD F",3,12,8,0,0,2.848
BIO_SC,GENERAL BIOLOGY LAB,1020,29,FS2007,CAS,"SUMMERS,GERALD F",3,10,7,2,1,2.509
BIO_SC,GENERAL BIOLOGY LAB,1020,30,FS2007,CAS,"SUMMERS,GERALD F",3,10,6,3,0,2.536
BIO_SC,GENERAL BIOLOGY LAB,1020,31,FS2007,CAS,"SUMMERS,GERALD F",1,13,7,2,0,2.591
BIO_SC,GENERAL BIOLOGY LAB,1020,32,FS2007,CAS,"SUMMERS,GERALD F",7,9,3,2,0,2.9
BIO_SC,GENERAL BIOLOGY LAB,1020,33,FS2007,CAS,"SUMMERS,GERALD F",6,14,3,0,0,3.065
BIO_SC,GENERAL BIOLOGY LAB,1020,34,FS2007,CAS,"SUMMERS,GERALD F",2,7,9,3,1,2.273
BIO_SC,GENERAL BIOLOGY LAB,1020,35,FS2007,CAS,"SUMMERS,GERALD F",2,11,6,2,0,2.662
BIO_SC,GENERAL BIOLOGY LAB,1020,36,FS2007,CAS,"SUMMERS,GERALD F",3,9,6,1,1,2.69
BIO_SC,GENERAL BOTANY WITH LAB,1200,1,FS2007,CAS,"HURST,ROBIN D",50,55,7,6,1,3.21
BIO_SC,INTRO BIOL SYSTEMS W/LAB,1500,01,FS2007,CAS,"GAYOU,DOUGLAS",171,170,57,2,10,3.193
BIO_SC,GENERAL GENETICS,2200,01,FS2007,CAS,"CONE,KAREN CAMILLE",119,60,37,18,10,3.026
BIO_SC,GENERAL GENETICS,2200,02,FS2007,CAS,"SHIU,PATRICK",32,37,41,3,1,2.8
BIO_SC,INTRO TO CELL BIOLOGY,2300,01,FS2007,CAS,"WATERS,SAMUEL TERRENCE",33,20,20,2,1,3.063
BIO_SC,INTRO TO CELL BIOLOGY,2300,02,FS2007,CAS,"WORCESTER,DAVID L",11,31,9,1,0,3.023
BIO_SC,INTRO TO CELL BIOLOGY,2300,03,FS2007,CAS,"ZARS,TROY D",11,10,16,1,1,2.813
BIO_SC,READING BIOLOG SCIENCE,2960,01,FS2007,CAS,"CARREL,JAMES ELLIOTT",31,2,1,0,0,3.891
BIO_SC,READING BIOLOG SCIENCE,2960,02,FS2007,CAS,"CUMBIE,BILLY G",10,6,0,0,0,3.625
BIO_SC,COMMUNITY BIOLOGY,3100,01,FS2007,CAS,"BUSH,SARAH L",46,29,7,4,2,3.277
BIO_SC,INVERTEBRATE ZOOLOGY,3260,01,FS2007,CAS,"SUMMERS,GERALD F",21,25,13,2,1,2.963
BIO_SC,GENERAL ECOLOGY,3650,01,FS2007,CAS,"EGGERT,LORI SUZANNE",20,30,21,3,3,2.8
BIO_SC,MAMMALOGY,3660,01,FS2007,CAS,"GOMPPER,MATTHEW E",2,5,3,3,0,2.369
BIO_SC,ANIMAL PHYSIOLOGY,3700,01,FS2007,CAS,"MARUNIAK,JOEL",46,40,24,9,0,3.021
BIO_SC,INTRODUCTORY ENTOMOLOGY,3710,01,FS2007,CAS,"BARRETT,BRUCE ALLEN",9,16,13,0,1,2.782
BIO_SC,GENETICS LABORATORY,3780,01,FS2007,CAS,"GOLOMB,MIRIAM W",14,6,0,0,0,3.67
BIO_SC,PLANT PHYSIOLOGY,4320,01,FS2007,CAS,"STACEY,GARY",5,4,5,1,0,2.867
BIO_SC,NEUROBIOLOGY,4500,01,FS2007,CAS,"JEN,PHILIP HUNG SUN",14,10,3,0,0,3.374
BIO_SC,BEHAVIORAL BIOLOGY,4640,01,FS2007,CAS,"GERHARDT JR,HOWARD CARL",22,8,4,1,0,3.491
BIO_SC,ANIMAL COMMUNICATION,4642,01,FS2007,CAS,"BUSH,SARAH L",16,3,1,0,1,3.5
BIO_SC,UNDRGRD RSCH IN BIO,4950,01,FS2007,CAS,,17,0,0,0,0,3.982
BIO_SC,HONORS RESEARCH IN BIOLG,4950H,01,FS2007,CAS,"KIRK,MARK D",12,1,0,0,0,3.923
BIO_SC,HONORS RESEARCH IN BIOLG,4952H,01,FS2007,CAS,"KIRK,MARK D",10,0,0,0,0,4.0
BIO_SC,DEVELOPMENTAL BIOLOGY,4972,01,FS2007,CAS,"GARCIA,MICHAEL LEONARD",10,7,6,2,2,2.878
BIO_SC,MOLECULAR BIOLOGY,4976,01,FS2007,CAS,"SETZER,DAVID R",3,9,3,2,2,2.442
BIO_SC,SENIOR SEMINAR,4994,01,FS2007,CAS,"FAABORG,JOHN RAYNOR",9,5,0,0,0,3.729
BIO_SC,SENIOR SEMINAR,4994,02,FS2007,CAS,"STROMHAUG,PER EIVIND",13,3,0,0,0,3.794
BIO_SC,PROF SURVIVAL SKILLS,8050,01,FS2007,CAS,"NEWTON,KATHLEEN J",16,1,0,0,0,3.941
BIO_SC,ADVANCED PLANT GENETICS,8300,1,FS2007,CAS,"NEWTON,KATHLEEN J",11,2,1,0,0,3.714
BIO_SC,INTEGRATIVE NEURSCI 1,8440,01,FS2007,CAS,"CHANDRASEKHAR,ANAND",7,5,0,0,0,3.583
BL_STU,INTRO SWAHILI & AFR CULT,1100,01,FS2007,CPROV,"WAMBUGUH,LOISE NJAMBI",15,3,0,0,0,3.833
BL_STU,BLACK STUDIES,2000,01,FS2007,CPROV,"BRUNSMA,DAVID L",11,8,7,4,2,2.763
BL_STU,AFRICAN AMER PSYCH,3100,01,FS2007,CPROV,"MOBLEY,MICHAEL",24,3,2,0,0,3.728
BL_STU,RELG BIOGRPH: BLCK RELG,3590,01,FS2007,CPROV,"ROWE,LEROY MILTON",11,0,0,1,0,3.625
BUS_AD,MBA COMMUNCTN PRACTICE,7050,01,FS2007,CBUSN,"WELLS,STEPHANIE ANNE",6,4,2,0,0,3.333
BUS_AD,MBA COMMUNCTN PRACTICE,7050,02,FS2007,CBUSN,"WELLS,STEPHANIE ANNE",8,11,1,0,0,3.35
BUS_AD,MBA COMMUNCTN PRACTICE,7050,03,FS2007,CBUSN,"WELLS,STEPHANIE ANNE",13,5,0,0,0,3.722
BUS_AD,MBA COMMUNCTN PRACTICE,7050,04,FS2007,CBUSN,"WELLS,STEPHANIE ANNE",8,5,1,0,0,3.5
BUS_AD,BUSINESS LAW/REGULATION,7330,01,FS2007,CBUSN,"SCOTT,GREGORY J",21,11,1,0,0,3.606
BUS_AD,ORGANIZATIONAL ETHICS,7340,01,FS2007,CBUSN,"SCOTT,GREGORY J",27,12,0,0,0,3.692
BUS_AD,MBA SEMINAR,8010,01,FS2007,CBUSN,"CHRISTY,MICHAEL T",79,0,0,0,0,4.0
BUS_AD,MBA SEMINAR,8020,01,FS2007,CBUSN,"CHRISTY,MICHAEL T",15,0,0,0,0,4.0
BUS_AD,MBA SEMINAR,8030,01,FS2007,CBUSN,"CHRISTY,MICHAEL T",29,0,0,0,0,4.0
BUS_AD,BUSN PRB ANLY: FLD PRJ,8500,1,FS2007,CBUSN,"SCHRADER,MICHAEL E",36,8,0,0,0,3.818
BUS_AD,BUSINESS CONSULTING,8600,01,FS2007,CBUSN,"MARTIN,GREGG DALE",31,8,0,0,0,3.795
CHEM,ATOMS & MOLECULES W LAB,1100,01,FS2007,CAS,"GANLEY,BRIAN C",43,124,107,45,22,2.347
CHEM,GENERAL CHEMISTRY 1,1310,01,FS2007,CAS,"GANLEY,BRIAN C",51,96,116,63,80,1.944
CHEM,GENERAL CHEMISTRY 1,1310,02,FS2007,CAS,"GANLEY,BRIAN C",19,37,39,17,12,2.25
CHEM,GNRL CHEMISTRY 2 W LAB,1320,A,FS2007,CAS,"HALSEY,CHRISTOPHER MATT",2,6,10,2,1,2.257
CHEM,GNRL CHEMISTRY 2 W LAB,1320,AA,FS2007,CAS,"SIMPSON,JOHN VENTON",0,6,11,4,0,2.095
CHEM,GNRL CHEMISTRY 2 W LAB,1320,B,FS2007,CAS,"FOWLER,DREW A",1,6,10,3,0,2.265
CHEM,GNRL CHEMISTRY 2 W LAB,1320,BB,FS2007,CAS,"ALAN,YUKSEL",5,6,9,1,2,2.491
CHEM,GNRL CHEMISTRY 2 W LAB,1320,C,FS2007,CAS,"CHEN,PETER",0,8,8,2,0,2.3
CHEM,GNRL CHEMISTRY 2 W LAB,1320,CC,FS2007,CAS,"MOODY,MORGAN A",4,4,8,1,4,2.143
CHEM,GNRL CHEMISTRY 2 W LAB,1320,D,FS2007,CAS,"HETTIE,KENNETH SCOTT",5,6,3,2,1,2.671
CHEM,GNRL CHEMISTRY 2 W LAB,1320,DD,FS2007,CAS,"RAHING,VALERIE NICOLE",3,8,6,2,1,2.485
CHEM,GNRL CHEMISTRY 2 W LAB,1320,E,FS2007,CAS,"ZHANG,SHAOHUI",0,6,9,1,1,2.141
CHEM,GNRL CHEMISTRY 2 W LAB,1320,EE,FS2007,CAS,"MCCORMICK,JOSHUA B.",2,8,10,1,0,2.552
CHEM,GNRL CHEMISTRY 2 W LAB,1320,F,FS2007,CAS,"RAHING,VALERIE NICOLE",0,1,15,5,1,1.741
CHEM,GNRL CHEMISTRY 2 W LAB,1320,FF,FS2007,CAS,"SIMPSON,JOHN VENTON",1,7,7,1,2,2.156
CHEM,GNRL CHEMISTRY 2 W LAB,1320,G,FS2007,CAS,"HETTIE,KENNETH SCOTT",0,5,12,4,1,1.955
CHEM,GNRL CHEMISTRY 2 W LAB,1320,GG,FS2007,CAS,"SINHA,SARMISTHA",0,10,9,1,2,2.227
CHEM,GNRL CHEMISTRY 2 W LAB,1320,H,FS2007,CAS,"ROBINSON JR,ROBERT D",1,7,7,1,2,2.222
CHEM,GNRL CHEMISTRY 2 W LAB,1320,HH,FS2007,CAS,"ROBINSON JR,ROBERT D",4,7,9,0,1,2.619
CHEM,GNRL CHEMISTRY 2 W LAB,1320,J,FS2007,CAS,"CHEN,PETER",3,6,7,1,0,2.594
CHEM,GNRL CHEMISTRY 2 W LAB,1320,K,FS2007,CAS,"FOWLER,DREW A",5,4,6,4,3,2.195
CHEM,GNRL CHEMISTRY 2 W LAB,1320,L,FS2007,CAS,"SINHA,SARMISTHA",3,5,12,1,0,2.476
CHEM,GNRL CHEMISTRY 2 W LAB,1320,M,FS2007,CAS,"MAERZ,ANDREW K",1,8,8,3,1,2.224
CHEM,GNRL CHEMISTRY 2 W LAB,1320,N,FS2007,CAS,"ARENDS,JAMISON ROY",3,9,7,3,0,2.559
CHEM,GNRL CHEMISTRY 2 W LAB,1320,P,FS2007,CAS,"MCCORMICK,JOSHUA B.",1,8,9,3,0,2.29
CHEM,GNRL CHEMISTRY 2 W LAB,1320,Q,FS2007,CAS,"SHAUGHNESSY,DANIEL J",5,3,5,1,2,2.406
CHEM,GNRL CHEMISTRY 2 W LAB,1320,R,FS2007,CAS,"MAERZ,ANDREW K",1,2,7,9,1,1.65
CHEM,GNRL CHEMISTRY 2 W LAB,1320,S,FS2007,CAS,"ABD EL-GALIEL,WAEL REFA",1,3,10,6,2,1.718
CHEM,GNRL CHEMISTRY 2 W LAB,1320,T,FS2007,CAS,"ZHANG,SHAOHUI",2,2,12,3,0,2.142
CHEM,GNRL CHEMISTRY 2 W LAB,1320,U,FS2007,CAS,"COLEMAN,MAGEN ELIZABETH",3,11,8,0,1,2.6
CHEM,GNRL CHEMISTRY 2 W LAB,1320,V,FS2007,CAS,"JERNIGAN,THOMASAS C",2,4,14,2,0,2.259
CHEM,GNRL CHEMISTRY 2 W LAB,1320,W,FS2007,CAS,"SHAUGHNESSY,DANIEL J",2,3,9,2,2,2.056
CHEM,GNRL CHEMISTRY 2 W LAB,1320,X,FS2007,CAS,"ALAN,YUKSEL",6,15,3,0,0,3.113
CHEM,GNRL CHEMISTRY 2 W LAB,1320,Y,FS2007,CAS,"MOODY,MORGAN A",0,6,12,1,2,2.033
CHEM,GNRL CHEMISTRY 2 W LAB,1320,Z,FS2007,CAS,"ARENDS,JAMISON ROY",5,6,6,1,1,2.716
CHEM,GNRL CHEMISTRY 2 W LAB,1320H,01,FS2007,CAS,"KELLER,STEVEN W",15,12,2,0,1,3.323
CHEM,GNRL CHEMISTRY 2 W LAB,1320H,02,FS2007,CAS,"KELLER,STEVEN W",12,21,3,0,0,3.25
CHEM,GNRL CHEMISTRY 3 W LAB,1330,01,FS2007,CAS,"TANNER,JOHN J",18,71,83,14,2,2.499
CHEM,GNRL CHEMISTRY 3 W LAB,1330H,01,FS2007,CAS,"TANNER,JOHN J",11,3,3,0,0,3.418
CHEM,INTRO ORGANIC CHEM W LAB,2050,01,FS2007,CAS,"HARMATA,MICHAEL",11,64,54,7,1,2.573
CHEM,ORGANIC CHEMISTRY 1,2100,01,FS2007,CAS,"LEVER,SUSAN Z",62,114,97,16,6,2.705
CHEM,ORGANIC CHEMISTRY 2,2110,01,FS2007,CAS,"GLASS,TIMOTHY E",24,57,74,6,7,2.511
CHEM,ORGANIC LABORATORY 1,2130,01,FS2007,CAS,"KOTANDENIYA,DELSHANEE",91,63,4,0,1,3.515
CHEM,HNR:ORGANIC CHEM 1,2160H,01,FS2007,CAS,"MCCORMICK,JOHN PAULING",12,13,4,0,0,3.276
CHEM,FUND INORGNIC CHEM W LAB,2400,01,FS2007,CAS,"DUVAL,PAUL B",11,4,10,4,1,2.607
CHEM,QUANT MTHDS ANLY W LAB,3200,01,FS2007,CAS,"COOLEY,JASON W",23,27,23,2,0,2.903
CHEM,FUND OF PHYSICAL CHEM,3300,01,FS2007,CAS,"DEAKYNE,CAROL A",10,17,17,7,4,2.378
CHEM,PHYSICAL CHEMISTRY 1,3310,01,FS2007,CAS,"DEAKYNE,CAROL A",3,4,8,1,0,2.619
CHEM,SMR CHEMISTRY BEG GRAD,7087,01,FS2007,CAS,"TUCKER,SHERYL A",13,0,0,0,0,4.0
CHEM,ANALYTICAL SPECTROSCOPY,8250,01,FS2007,CAS,"GREENLIEF,C MICHAEL",8,5,0,0,0,3.615
CHEM,COORDINATION CHEMISTRY,8430,1,FS2007,CAS,"JURISSON,SILVIA S",9,7,0,0,0,3.563
CHINSE,ELEMENTARY CHINESE 1,1100,01,FS2007,CAS,"VOLZ,MICHAEL JOHN",10,7,2,1,0,3.225
CHINSE,CHINESE CONVR & COMPOSTN,2160,01,FS2007,CAS,"LI,MANLI",6,5,2,1,0,3.143
CHINSE,CHINESE CIVILIZATION 1,2310,01,FS2007,CAS,"VOLZ,MICHAEL JOHN",10,12,2,0,1,3.212
CH_ENG,INTRO TO CHEM ENGR,1000,01,FS2007,CENGR,"CHAN,PAUL CHUN HO",14,19,5,0,0,3.332
